height, node1-size, node2-size
1088, 21460, 13756
1089, 21496, 13828
1090, 21524, 13828
1092, 21588, 13960
1093, 21620, 14024
1094, 21652, 14056
1095, 21680, 14084
1097, 21740, 14116
1098, 21784, 14156
1099, 21808, 14216
1100, 21844, 14320
1102, 21900, 14356
1103, 21932, 14380
1104, 21968, 14444
1105, 21996, 14480
1106, 22028, 14504
1107, 20276, 14540
1109, 20340, 14604
1110, 20376, 14704
1111, 20404, 14740
1113, 25624, 14800
1114, 20420, 14832
1115, 20452, 14836
1116, 20476, 14892
1117, 20512, 14928
1118, 20540, 14956
1120, 20608, 14992
1121, 20644, 15124
1123, 20704, 15156
1124, 20732, 15184
1125, 20768, 15216
1126, 20796, 13160
1127, 20828, 13184
1128, 20856, 13220
1129, 20892, 13252
1131, 20956, 11792
1132, 20984, 11792
1133, 21020, 11856
1135, 21072, 11900
1136, 21112, 11952
1137, 21140, 11956
1138, 21176, 12016
1139, 21204, 12048
1140, 21236, 12152
1142, 21300, 12216
1143, 21328, 12244
1144, 21364, 12244
1145, 21388, 12280
1147, 21460, 12348
1148, 21488, 12376
1149, 21524, 12408
1150, 21548, 12444
1151, 21588, 12540
1152, 21616, 12608
1154, 21676, 12668
1155, 21716, 12668
1156, 21748, 12740
1158, 21808, 12800
1159, 21844, 12836
1160, 21868, 12932
1161, 21908, 12972
1163, 21972, 13036
1164, 21996, 13060
1165, 22028, 13064
1167, 22088, 13128
1168, 22128, 13168
1169, 22156, 13196
1171, 22228, 13228
1172, 22256, 13396
1173, 22288, 13428
1174, 22316, 13460
1175, 22352, 13496
1176, 22380, 13528
1177, 22420, 13556
1179, 22476, 13592
1180, 22504, 13620
1181, 22548, 13728
1182, 22576, 13760
1183, 22608, 13824
1184, 22636, 13860
1185, 22668, 13888
1186, 22704, 13924
1188, 22764, 13948
1189, 22792, 13988
1190, 22824, 14020
1191, 22856, 14156
1192, 22892, 14192
1193, 22924, 14224
1194, 22956, 14248
1196, 23016, 14280
1197, 23044, 14316
1198, 23080, 14380
1199, 23108, 14412
1201, 23168, 14512
1202, 23208, 14580
1204, 23268, 14608
1205, 23296, 14668
1206, 23324, 14700
1207, 23360, 14732
1208, 23388, 14764
1210, 23448, 14800
1211, 23484, 14928
1212, 23508, 14956
1214, 23576, 14992
1215, 23608, 15052
1216, 23636, 15084
1217, 23672, 15116
1219, 23736, 15144
1220, 23764, 15280
1221, 23800, 15312
1222, 23820, 15336
1223, 23856, 15372
1225, 23920, 15404
1226, 23948, 15464
1227, 23976, 15492
1228, 24012, 15524
1229, 24040, 15552
1231, 24104, 15660
1232, 24140, 15724
1233, 24164, 15752
1234, 24200, 15780
1236, 24264, 15820
1237, 24292, 15876
1238, 24328, 15908
1239, 24356, 15940
1241, 24412, 16040
1242, 24456, 16104
1243, 24484, 16136
1244, 24512, 16164
1245, 24544, 16200
1246, 24576, 16232
1247, 24608, 16264
1248, 24640, 16300
1249, 24676, 16332
1251, 24736, 16436
1252, 24768, 16460
1253, 24804, 16532
1254, 24828, 16560
1255, 24864, 16588
1257, 24928, 16624
1258, 24956, 16652
1259, 24992, 16716
1260, 25020, 16788
1261, 25052, 16844
1262, 25080, 16876
1263, 25120, 16912
1264, 25144, 16944
1266, 25208, 17008
1267, 25236, 17036
1268, 25268, 17068
1270, 25340, 17112
1271, 25368, 15104
1272, 25400, 15164
1273, 25428, 15192
1274, 25468, 15232
1275, 25500, 13688
1277, 25556, 13724
1278, 25592, 13780
1279, 25616, 13780
1280, 25660, 13916
1281, 25688, 13956
1282, 25720, 13980
1283, 25748, 14016
1285, 25816, 14044
1286, 25848, 14108
1287, 25876, 14144
1288, 25904, 14172
1289, 25936, 14200
1290, 25964, 14304
1292, 26032, 14372
1293, 26064, 14400
1294, 26092, 14432
1295, 26124, 14464
1297, 26188, 14492
1298, 26216, 14556
1299, 26252, 14588
1300, 26276, 14684
1301, 26312, 14720
1302, 26356, 14752
1303, 26376, 14784
1304, 26404, 14812
1305, 26440, 14836
1306, 24732, 14872
1307, 24764, 14896
1309, 24824, 14964
1310, 24860, 15064
1311, 24884, 15092
1312, 24832, 15124
1313, 24864, 15160
1314, 24896, 15188
1315, 24924, 15220
1316, 24960, 15252
1317, 24988, 15280
1318, 25020, 15312
1320, 25084, 15448
1321, 25108, 15468
1322, 25144, 15504
1323, 25172, 15532
1325, 25236, 15568
1326, 25272, 15628
1328, 25328, 15688
1329, 25360, 15720
1330, 25392, 15724
1331, 25428, 15852
