height, node1-size, node2-size
1138, 20732, 13600
1139, 20768, 13636
1140, 20796, 13664
1141, 20824, 13696
1142, 20856, 13696
1143, 20892, 13764
1144, 20916, 13792
1145, 20948, 13824
1146, 20980, 13824
1147, 21012, 13892
1148, 21040, 13916
1149, 21072, 13952
1150, 21104, 13980
1151, 21128, 14012
1152, 21160, 14012
1153, 21196, 14080
1154, 21228, 14108
1155, 21256, 14140
1156, 21284, 14172
1157, 21312, 14200
1158, 21348, 14236
1159, 21376, 14264
1160, 21412, 14264
1161, 21440, 14328
1162, 21468, 14328
1163, 21496, 14392
1164, 21536, 14428
1165, 21564, 14460
1166, 21592, 14460
1167, 21620, 14488
1168, 21652, 14552
1169, 21684, 14580
1170, 21716, 14620
1171, 21748, 14648
1172, 21780, 14676
1173, 21804, 14708
1174, 21836, 14744
1175, 21872, 14776
1176, 21900, 14808
1177, 21932, 14840
1178, 21956, 14872
1179, 21992, 14900
1180, 22020, 14900
1181, 22056, 14964
1182, 22084, 15000
1183, 22112, 15028
1184, 22140, 15060
1185, 22176, 15060
1186, 22208, 15132
1187, 22236, 15156
1188, 22268, 15192
1189, 22296, 15224
1190, 22324, 15228
1191, 22360, 15284
1192, 22392, 15316
1193, 22424, 15352
1194, 22448, 15380
1195, 22480, 15412
1196, 22512, 15444
1197, 22544, 15476
1198, 22576, 15508
1199, 22604, 15544
1200, 22636, 15544
1201, 22660, 15604
1202, 22696, 15632
1203, 22728, 15672
1204, 22756, 15696
1205, 22784, 15700
1206, 22820, 15764
1207, 22848, 15800
1208, 22876, 15828
1209, 22908, 15828
1210, 22940, 15892
1211, 22968, 15924
1212, 22996, 15956
1213, 23028, 15956
1214, 23064, 16020
1215, 23092, 16052
1216, 23120, 16080
1217, 23152, 16120
1218, 23180, 16144
1219, 23216, 16144
1220, 23244, 16212
1221, 23276, 16248
1222, 23300, 16248
1223, 23336, 16308
1224, 23364, 16340
1225, 23400, 16376
1226, 23424, 16376
1227, 23460, 16440
1228, 23488, 16440
1229, 23516, 16472
1230, 23552, 16536
